airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate,MissionCandidateLocations,mission,MissionLocations,missionCandidate,MissionCandidateLanguages,mission,MissionLanguages
recwMSrftJ7BbX5mZ,,,8320,12480,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1,2,rec2idvmCYbxhFklw,recwMSrftJ7BbX5mZ,,,,,,Sent to Client,rec2idvmCYbxhFklw,"mysql,python",,,recwMSrftJ7BbX5mZ,asia/india,rec2idvmCYbxhFklw,"en,hi",recwMSrftJ7BbX5mZ,"en,hi"
rec7MvbTywFTvWryg,,,45000,60000,"<p>**Technology used by the company is Ruby **</p>
<ul class=""liste"">
<li>
<p>Min **2 years of experience **as a full stack developer or school exit (-<strong>Top engineering school – “Top 10”</strong>) -Info school (only Epita)</p>
</li>
<li>
<p>Proximity to Paris but not mandatory</p>
</li>
<li>
<p>The candidate can both work remotely and travel to the headquarters in Paris from time to time to meet the team.</p>
</li>
<li>
<p>The candidate must be native French (or professional level)</p>
</li>
<li>
<p><strong>Back :  Ruby, PostgreSQL, Heroku</strong></p>
</li>
<li>
<p><strong>Front : Typescript , React native, React</strong></p>
</li>
</ul>
",full-stack-developer,,,,,rec2IVOhnFbQ2pXHh,rec7MvbTywFTvWryg,2023-04-04,,40000,,Architecte des technologies numériques,Rejected by client 3rd round,rec2IVOhnFbQ2pXHh,"heroku,html,javascript,mongodb,mysql,postgresql,react,react-native,ruby,ruby-on-rails,typescript",,,rec7MvbTywFTvWryg,europe/france/paris,rec2IVOhnFbQ2pXHh,fr,rec7MvbTywFTvWryg,fr
recLaxiCREBzTpmDO,2023-05-08,,36000,45000,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0,0,2,5,rec2jHiGLOqTozp6O,recLaxiCREBzTpmDO,,,37000,,International Business Management,Sent to Client,rec2jHiGLOqTozp6O,"business-strategy,microsoft-office",,,recLaxiCREBzTpmDO,europe/france/paris,rec2jHiGLOqTozp6O,"en,fr",recLaxiCREBzTpmDO,"en,fr"
recfkE9v9SjgMs0Ss,,,,,,sales-representative,,,,,rec2lz6kUJwqLBzCn,recfkE9v9SjgMs0Ss,2023-02-12,2023-02-26,30000,35000,PhD in Education   ,Screened by CP,rec2lz6kUJwqLBzCn,"direct-sales,distribution-center-operations,negotiation,salary-negotiations,sales",rec2lz6kUJwqLBzCn,europe,recfkE9v9SjgMs0Ss,"asia/china/hong-kong-sar,europe/united-kingdom",rec2lz6kUJwqLBzCn,"en,zh",,
recUwquxTAuaSpYwc,,,60000,70000,"<p>The ideal candidate should have resources in France or Europe and have lived in France or Europe for many years, with a deep understanding of the local culture and a good level of connections <br>
Background in Business School<br>
Consulting/IB/VC experience</p>
",business-development,,,6,9,rec2YMCKq5AZzrh7K,recUwquxTAuaSpYwc,2023-04-03,,68000,,Marketing B to B & Innovation,Candidate not interested,rec2YMCKq5AZzrh7K,"business-development,market-research,marketing,medical-devices",rec2YMCKq5AZzrh7K,europe/france,recUwquxTAuaSpYwc,europe/france,rec2YMCKq5AZzrh7K,"en,fr,zh",recUwquxTAuaSpYwc,"en,fr,zh"
recXsP0cgPHypy429,,,,,,sales,,,,,rec2ZeEGujDSRfryj,recXsP0cgPHypy429,,,,,,Rejected by client,,,,,,,rec2ZeEGujDSRfryj,"en,fr,zh",,
recETHEgTGsGxaBPv,2023-04-03,,40000,60000,"<ul class=""liste"">
<li>Relevant education at Bachelor level and at least 5 years work experience with European automotive industry</li>
<li>Certification of EV repair or equal is a must and senior repair qualification or equal is preferred</li>
<li>Extensive experience with after sales, preferably in the technical support and management</li>
<li>Skilled with the use of automotive diagnostics tools，repair solutions provision and disassembly and assembly skills</li>
<li>French as mother language and good command of the English language (written and spoken)</li>
<li>Skilled in the use of basic computer applications (MS Office)</li>
<li>Very good communication skills, able to effectively communicate with professionals in different cultures</li>
<li>Creative thinking in order to find efficient, customer oriented after sales solutions</li>
<li>High level of flexibility</li>
</ul>
",technical-advisor,,,5,10,rec3byfg3s4BHLGqf,recETHEgTGsGxaBPv,2023-07-03,,600000,700000,Auto Mechanics,Rejected by client,rec3byfg3s4BHLGqf,"adaptation,communication,intellectually-curious",rec3byfg3s4BHLGqf,europe/france,recETHEgTGsGxaBPv,europe/france,rec3byfg3s4BHLGqf,"de,en,fr",recETHEgTGsGxaBPv,"en,fr"
reczkFBZXTtSjNX96,2023-04-10,,,,"<ul class=""liste"">
<li>At least 5 years of experience in the FX environment</li>
<li>Excellent knowledge of FX option trading and products**.**</li>
<li>Worked for big banks like Société Générale, Barclays, Santander or others</li>
<li>Knowledge of SQL</li>
<li>Strong analysis and communication skills</li>
<li>Expertise of solving complicated problems and natural curiosity</li>
</ul>
",others,5,5,5,10,rec3CHFVL6i5xl5IX,reczkFBZXTtSjNX96,,,450,,,Sent to Client,rec3CHFVL6i5xl5IX,"business-analysis,fx-options,mysql,risk-analysis,trading",,,reczkFBZXTtSjNX96,europe/united-kingdom/city-of-london,rec3CHFVL6i5xl5IX,en,reczkFBZXTtSjNX96,en
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,rec3dIme0mCAZVKYH,recMh3kDSANBvdJbu,,,,,,Rejected by CP,rec3dIme0mCAZVKYH,"agile-testing,apis,black-box-testing,java,jira,regression-testing,sanity-testing,scrum,sdlc,smoke-testing,sql-clr,stlc,white-box",,,recMh3kDSANBvdJbu,asia/india,rec3dIme0mCAZVKYH,"en,hi",recMh3kDSANBvdJbu,"en,hi"
recIa8aDuWkKPM8rx,2023-06-05,,43000,50000,"<ul class=""liste"">
<li>Utilisation d’un CRM très orienté new deal</li>
<li><strong>Première expérience en tant que commercial</strong> ou équivalent dans les **marchés publics ( ventes de services) **</li>
<li><strong>Expérience dans  l'énergie</strong></li>
<li>Capacité à établir des relations de confiance avec les clients</li>
<li>Aptitude à la négociation et à la vente (<strong>avec une grande finesse d’argumentation - Aptitude à être en contact avec des personnalités publiques - Agilité à répondre au enjeu technico - économique, Avoir une bonne hygiène commercia</strong>l )</li>
<li>Très bon relationnel, parfaitement à <strong>l'aise à l'oral</strong>.</li>
<li>Volonté de développer ses compétences commerciales sur un marché complexe et passionnant,</li>
<li>Volonté de travailler dans une Proptech à forte croissance</li>
<li>Réel <strong>intérêt pour le monde de l’énergie</strong></li>
<li>Participer à la transition énergétique des entreprises des collectivités et des gestionnaires de bail</li>
<li><strong>Sensibilité dans l’énergie tertiaire et/ou industrielle</strong></li>
</ul>
",business-development,,,1,9,rec3j3GJqqaG6mjoK,recIa8aDuWkKPM8rx,,,48000,50000,Action commerciale,Rejected by CP,rec3j3GJqqaG6mjoK,hunting,rec3j3GJqqaG6mjoK,europe/france,recIa8aDuWkKPM8rx,europe/france,rec3j3GJqqaG6mjoK,fr,recIa8aDuWkKPM8rx,"en,fr"
recONKansnIbXY6ij,,,,,,marketing-manager,,,,,rec3jHERfN2Nx5vkF,recONKansnIbXY6ij,,,60000,,,Mission closed by client,,,,,recONKansnIbXY6ij,europe/france/paris,rec3jHERfN2Nx5vkF,"en,fr",,
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec3UDIKDapizjpjG,recKmfrKT4uTpCS2x,,,,,Department of Economics and Management,Waiting list,rec3UDIKDapizjpjG,"business-development,driving-license,management,marketing,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec3UDIKDapizjpjG,"en,pl,ru",recKmfrKT4uTpCS2x,"en,pl"
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,rec3Zm1NBca1RI7uq,recMh3kDSANBvdJbu,,,,,,Sent to Client,rec3Zm1NBca1RI7uq,"agile-testing,apis,html,java,manual-testing,mysql,sdlc,selenium,selenium-testing,sikuli,stlc,test-automation,test-cases,test-scenarios,test-strategy",,,recMh3kDSANBvdJbu,asia/india,rec3Zm1NBca1RI7uq,"en,hi",recMh3kDSANBvdJbu,"en,hi"
rec1fLbPRArMKBz4D,,,48000,48000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec445AfBMgEp6rEV,rec1fLbPRArMKBz4D,,,40000,45000,,Rejected by CP,rec445AfBMgEp6rEV,sales,,,rec1fLbPRArMKBz4D,europe/united-kingdom/city-of-london,rec445AfBMgEp6rEV,en,rec1fLbPRArMKBz4D,en
recKmfrKT4uTpCS2x,,,24000,24000,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0,0,0,3,rec4dGgktzAhUSALE,recKmfrKT4uTpCS2x,,,,,Business Administration,Rejected by CP,rec4dGgktzAhUSALE,"driving-license,management,marketing,sales",,,recKmfrKT4uTpCS2x,europe/poland,rec4dGgktzAhUSALE,"en,pl",recKmfrKT4uTpCS2x,"en,pl"
rec0t420QAE6AgEAn,2023-04-01,,35000,55000,"<p>● 1 year of experience minimum (with a work-study)<br>
● Two to three years of significant software dev experience in front and back in a team<br>
● The candidate must speak French<br>
● Willingness to work in a team, to manage projects from start to finish<br>
● Years of freelance experience are not taken for granted<br>
● Autonomous<br>
● Very high work requirement<br>
● Willingness to work in a startup with high growth potential<br>
● Design work and reflection<br>
● The candidate should preferably come from the New Aquitaine region (Bordeaux)<br>
● French engineering school ,Epitech and/or Ecole 42 (full curriculum)</p>
",full-stack-developer,,,,,rec4INn4zLQsSN8nX,rec0t420QAE6AgEAn,2023-03-15,,40000,, Bachelor - Design Web Programmation objet et frameworks Gestion de projet ,Rejected by CP,rec4INn4zLQsSN8nX,".net-compact-framework,jdeveloper",,,,,rec4INn4zLQsSN8nX,"ar,en,fr",rec0t420QAE6AgEAn,fr
recMh3kDSANBvdJbu,,,8320,12480,"<ul class=""liste"">
<li>B.S. (or equivalent through education/work) Computer Science, Engineering, or related field</li>
<li>Ability to communicate effectively</li>
<li>Creative problem-solving ability</li>
<li>Strong knowledge of software QA methodologies, tools and processes</li>
<li>Experience in writing clear, concise and comprehensive test plans and reports</li>
<li>Hands-on experience with both white box, and black box, performance, security and exploratory testing</li>
<li>Familiarity with session-based testing, heuristics and oracles</li>
<li>Hands-on experience with automated testing tools such as Cypress or Selenium</li>
<li>Solid knowledge of SQL and/or other scripting tools</li>
<li>Programming knowledge in JavaScript, Python, Golang or NetCore is desirable</li>
<li>Proven work experience in software development</li>
<li>Proven work experience in software quality assurance</li>
<li>Experience working in an Agile/ framework such as Kanban and Scrum</li>
</ul>
",qa-engineer,,,1,2,rec4kZZ3hjlC8Mxun,recMh3kDSANBvdJbu,,,,,,Sent to Client,rec4kZZ3hjlC8Mxun,"agile-environment,agile-modeling,agile-testing,bugzilla,figma,java,jira,mysql,scrum,selenium",,,recMh3kDSANBvdJbu,asia/india,rec4kZZ3hjlC8Mxun,"en,hi",recMh3kDSANBvdJbu,"en,hi"
