,missionCandidate,missionId,status,Time_matching_score,Salary_matching_score,Hardskill_Matching_Score,Degree_Subjects_Matching_Score,Position_Matching_Score,Location_Matching_Score,Language_Matching_Score,Reason
85,rec8NOT7DkgFxWfXW,rec7MvbTywFTvWryg,Rejected by CP,,-0.0,0.8,0.5,0.7,0.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject Business Management covers some of the skills required by the job. The candidate can speak all the languages required by the job, but the candidate's location does not match the job location."
86,rec8OovnmiaWyj5W3,rec5J1KpQYUAeo0rW,Rejected by client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 5+ years of experience in B2B sales management, has a degree in International Business, has the hardskills of Microsoft Office and MS Excel Pivot Tables, can go to Europe/Spain, and can speak English, German, Spanish, Italian and Portuguese."
87,rec8vvFIRQth7j8sy,recavhovBsS2p3eZO,Rejected by CP,,,0.8,0.5,0.7,0.0,1.0,"The candidate has 6 out of 8 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements, but the location does not match."
88,rec8WeqqS8tGwymra,recGrGIFWaByaa5dg,Waiting list,,,0.8,0.6,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required for the job, and the degree subject is related to the job. The candidate has all the language requirements, but the location does not match."
89,rec97O0GyoLisEhz2,recObvBwoSTSuFEll,Rejected by client,,-0.4,0.8,0.6,0.7,1.0,1.0,The candidate has energy-management hardskill which is related to the job requirement. The candidate has Diplôme d'ingénieur degree which covers some of the job requirement. The candidate can go to the job location. The candidate can speak the language required by the job.
90,rec9AGT3lOul7FYDP,recwMSrftJ7BbX5mZ,Rejected by CP,,-14.168,0.8,0.6,0.7,0.0,1.0,The candidate has Python hardskill which is related to the job requirement. The candidate has B.tech degree which covers some of the job requirement. The candidate is capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.
91,rec9G1UcYHanBl6NX,rec7MvbTywFTvWryg,Rejected by CP,,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has 4 out of 5 hardskills required by the job, which is 80% matched. The degree subject of the candidate is Programmation informatique, which is related to the job requirement. The candidate has 70% of the skills required for the job position. The candidate's location is not matched with the job location. The candidate has all the languages required by the job."
92,rec9HejHnTQHmI7Q1,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.5,0.7,0.0,1.0,The candidate has Python hardskill which is related to the job requirement. The candidate's degree subject is not related to the job requirement. The candidate has Python hardskill and degree subject which is related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language.
93,,recONKansnIbXY6ij,Rejected by client,,,0.8,0.6,0.9,1.0,0.0,"Candidate has 80% of the hardskills required for the job, 60% of the degree subjects required for the job, 90% of the position required for the job, candidate can go to the job location, but candidate can not speak the language required for the job."
94,rec9n1kJgaZwMeyzP,recMh3kDSANBvdJbu,Rejected by client,,,0.5,0.8,0.7,1.0,1.0,The candidate has hardskills in java and python which are related to the job requirement. The degree subjects of the candidate covers most of the job requirement. The candidate can work in the job location and can speak the required language.
95,rec9oY2ukbZmT0Lnk,recTOLFUh69KqHf4t,Rejected by client,,,0.5,0.8,0.7,1.0,1.0,"The candidate has 2 hardskills which are related to the job requirement, and the degree subject covers most of the job requirement. The candidate can work in the job location and can speak the required language."
96,rec9q7BZ1rWDzKNWB,recMh3kDSANBvdJbu,Rejected by CP,,-0.292,0.8,0.6,0.9,0.0,1.0,"The candidate has 5 out of 8 hardskills required for the job, and the degree subject covers most of the job requirements. The candidate can speak all the languages required for the job, but the location does not match."
97,rec9W5N4gL67lrYj7,recJHwegfLPOBlDmf,Candidate not interested,,,0.8,0.6,0.9,1.0,1.0,"The candidate has .com hardskills which is related to the job requirement. The degree subject of the candidate is Ingénieur commercial which covers some of the job requirement. The candidate has experience in business-development which is related to the job position. The candidate can go to europe/france which is the job location. The candidate can speak en,fr,it which is the required language of the job."
98,reca1WmK5qaT4bB1B,recMh3kDSANBvdJbu,Sent to Client,,,0.75,0.5,0.8,0.0,1.0,"The candidate has hardskills in java, python and selenium which are related to the job requirements. The degree subject is not related to the job requirements. The candidate has hardskills and degree subject which are related to the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
99,recA6QADpxm6Grzr2,recAtcVMDz425qUT3,Rejected by client,,-0.5,0.75,0.5,0.9,0.0,1.0,"The candidate has Python, SAS and Stata hardskills which are related to the job requirement. The degree subject MSc Health Data Science is related to the job requirement. The candidate has the hardskills and degree subject to be capable of the job position. The candidate's location is not matched with the job location. The candidate's language is matched with the job language."
100,reca9mOcSZL9zHqFa,recsld3DKqBhnW6rg,Mission closed by client,,-7.825,0.8,0.6,0.9,1.0,0.0,"The candidate has 4 out of 5 hardskills required in the job description, and the degree subject Applied Statistics And Informatics covers most of the skills required in the job position. The candidate can go to the job location, but the candidate can only speak English and Hindi, not Arabic which is required in the job description."
101,reca9sYEwTkX7tuC4,recAtcVMDz425qUT3,Rejected by client,,-0.5,0.8,0.6,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required, and the degree subject covers most of the skills required. The candidate has all the language required, but the location does not match."
102,recAbBkHyAgh1Iu8S,recnBWL7L2B5oicAV,Rejected by CP,,-4.2945,0.8,0.6,0.9,0.0,1.0,"The candidate has commercial-focus hardskill which is related to the job position business-development. The degree subject Economics Internationale covers some of the skills required in the job requirements. The candidate has the language skills required in the job. However, the candidate's location does not match with the job location."
103,recabHEpDESBDnkd3,reco7sqp1LuUkyVRc,Rejected by client,,-1.8,0.8,0.5,0.7,1.0,1.0,The candidate has a degree in Sciences du Management which covers some of the job requirements. The candidate has a hardskill in pack-office which is related to the job requirements. The candidate can go to europe which is the same as the job location. The candidate can speak both english and french which is the same as the job language.
104,recacvCq2OrtgqiZf,recdN16e9aiTj0z3a,Sent to Client,,-0.5,0.8,0.5,0.7,0.0,1.0,"The candidate has a hardskill in sales which is related to the job position, and the candidate can speak both English and Spanish which is required by the job. However, the candidate's degree subject is not related to the job requirement, and the candidate's location is not the same as the job location."
105,recAEutzyhI4IzjHK,rec2Xnb1aA6Evh8id,Rejected by client,,-0.0,0.8,0.6,0.9,1.0,1.0,"The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers most of the skills required by the job. The candidate can work remotely or travel to the headquarters in Paris from time to time to meet the team. The candidate is French native/or professional level."
106,recaF5KFTJ4FQEuCq,rec8fX8ZnMmWDyHil,Rejected by client,,-1.0,0.75,0.5,0.9,0.0,1.0,"The candidate has 3 out of 4 hardskills required by the job, and the degree subject is related to the job. The candidate can speak both the required languages, but the location does not match."
107,recag52kzYAVaDoWq,recMh3kDSANBvdJbu,Sent to Client,,,0.8,0.6,0.7,0.0,1.0,"The candidate has 4 out of 8 hardskills required for the job, and the degree subject covers 6 out of 8 job requirements. The candidate can speak the language required for the job, but the location does not match."
108,recAGHgxfEWGHKGiY,reciyBfDq6P4e5jEN,Screened by CP,,,0.8,0.5,0.7,1.0,0.0,"Candidate hardskills crypto and dao are related to the job position community-manager. Candidate degree subjects International Compliance covers some of the skills required in the job position. Candidate locations contains the job locations europe/france/paris. Candidate languages az,en,fa,ja,ru,tr does not contain the job language nan."
109,recAhl55af70Ae79j,rec5J1KpQYUAeo0rW,Rejected by client,,,0.8,0.5,0.7,1.0,1.0,"The candidate has 3 out of 4 hardskills required, and the degree subject is related to the job position. The candidate can work in the job location and speak the required languages."
110,recAIEHfkxvPpZvqY,recwMSrftJ7BbX5mZ,Sent to Client,,,0.8,0.6,0.9,1.0,1.0,"The candidate has 4 out of 5 hardskills required in the job description, and the degree subject covers most of the job requirements. The candidate can work in the job location and can speak the required language."
