,airtableId,jobStart,jobEnd,salaryMin,salaryMax,requirementsDescription,position,sectorExpMin,sectorExpMax,positionExpMin,positionExpMax,airtableId.1,missionId,availableFrom,availableUntil,minSalaryExpect,maxSalaryExpect,degreeSubject,status,missionCandidate,MissionCandidateHardSkills,missionCandidate.1,MissionCandidateLocations,mission,MissionLocations,missionCandidate.2,MissionCandidateLanguages,mission.1,MissionLanguages,Time_matching_score,Salary_matching_score,General_matching_score
493,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,rectbzgqk8HoIMDuA,recA3Ye1PMACJlO1Z,2023-03-13,,60000.0,72000.0,Computer Science,Rejected by CP,rectbzgqk8HoIMDuA,"amazon-web-services-aws,ecs,graphql,node.js,postgresql",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",rectbzgqk8HoIMDuA,en,recA3Ye1PMACJlO1Z,en,-0.21,-0.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 4 out of 5 hardskills required by the job, and the degree subject is related to the job. The candidate can speak the language required by the job, but the location does not match.""
    }"
494,recLaxiCREBzTpmDO,2023-05-08,,36000.0,45000.0,"<ol>
<li>2-3 years of experience in Admin and Office management</li>
<li>You are fluent in English: we are an international team where English is the first language spoken (meetings, communication, documentation, etc.)</li>
<li>You are autonomous, detail-oriented with demonstrated ability to multitask</li>
<li>You are creative and committed to elevating the in-office experience</li>
<li>You have excellent interpersonal skills and ease with intercultural communication</li>
<li>You have a strong sense of service and you know how to organize and prioritize your work</li>
<li>Language skills: English is the working language at Prophesee. French is significant asset for living in Paris</li>
</ol>
",office-manager,0.0,0.0,2.0,5.0,rectEJBtMpyDEagUI,recLaxiCREBzTpmDO,,,40000.0,,Conferences and events Orgabisation,Sent to Client,rectEJBtMpyDEagUI,"dynamics,imovie,microsoft-office",,,recLaxiCREBzTpmDO,europe/france/paris,rectEJBtMpyDEagUI,"en,es,fr",recLaxiCREBzTpmDO,"en,fr",,-0.4,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.5,
        ""Degree_Subjects_Matching_Score"": 0.8,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 2-3 years of experience in Admin and Office management, which is related to the job requirement. The candidate's degree subject covers most of the job requirement. The candidate's hardskills are partially related to the job position. The candidate's location is the same as the job location. The candidate's language is the same as the job language.""
    }"
495,recavhovBsS2p3eZO,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rectEYCKU554X7B3G,recavhovBsS2p3eZO,,,,,Marketing & Commerce,Sent to Client,rectEYCKU554X7B3G,"analytical-skills,business-development,business-management,communication,driving-license,leadership,people-management,project-management,sales,sales-management",,,recavhovBsS2p3eZO,europe/romania,rectEYCKU554X7B3G,"en,ro",recavhovBsS2p3eZO,"en,ro",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subject covers 6 out of 10 skills required for the job. The candidate has all the language requirements for the job, but the location does not match.""
    }"
496,recXUiPBv1AYRBeEF,2023-05-15,,,,"<p>Essential</p>
<ul class=""liste"">
<li>Must be proficient in object-oriented software development – while a strong C++ background is highly</li>
<li>At least 5 years of experience</li>
<li>Classification : Internal desired, a talented Java developer willing to learn C++ is also given consideration.</li>
<li>Prior Python development experience is a plus</li>
<li>Develop custom C++ software code, debugs, troubleshoots, and resolves software and hardware compatibility and operability issues</li>
<li>Use data structures, software engineering, OOD, C++ programing techniques and algorithms to write, debug and test code</li>
<li>Ability to code in a LINUX/UNIX environment (Linux C++ toolchains)</li>
</ul>
<p>Preferred</p>
<ul class=""liste"">
<li>C++ programing</li>
<li>Multithreaded programming</li>
<li>Unit testing framework</li>
<li>Sockets API programming</li>
</ul>
",others,5.0,5.0,5.0,7.0,recTGSUfVfAbH1X3R,recXUiPBv1AYRBeEF,,,650.0,,,Mission closed by client,recTGSUfVfAbH1X3R,"apis,bash,embedded-c++,git,gnu-c++,java,javascript,linux,microsoft-visual-studio-c++,perl,python,unit-testing,visual-c++",recTGSUfVfAbH1X3R,europe/united-kingdom,recXUiPBv1AYRBeEF,europe/united-kingdom/city-of-london,recTGSUfVfAbH1X3R,"en,fr",recXUiPBv1AYRBeEF,en,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required for the job, and the degree subjects covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate's location matches the job location. The candidate does not have the language required for the job.""
    }"
497,recA3Ye1PMACJlO1Z,2023-04-03,,65000.0,120000.0,"<ul class=""liste"">
<li>Experience in building backend data services and Microservices at scale</li>
<li>Experience leading and architecting major new enhancements</li>
<li>Strong understanding of web services and best practices    Strong experience with managing the security aspects</li>
<li>Have working knowledge on following technologies:<br>
Node.js – GraphQl – AWS  - Express JS – PostgreSQL - Hasura</li>
<li>Experience – min 7 years experience</li>
<li>Experience in a tech start-up or large company</li>
<li>Have stayed in a company for at least 2 years</li>
</ul>
",backend-developer,,,6.0,9.0,recti1Ek9opWZ6q4x,recA3Ye1PMACJlO1Z,2023-03-13,,120000.0,140000.0,Computer Science,Rejected by CP,recti1Ek9opWZ6q4x,"amazon-web-services-aws,ecs,graphql,node.js,postgresql,windows-azure",,,recA3Ye1PMACJlO1Z,"americas/united-states,asia/india,europe",recti1Ek9opWZ6q4x,en,recA3Ye1PMACJlO1Z,en,-0.21,-5.5,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.9,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has experience in AWS, ECS, GraphQL, Node.js, PostgreSQL, and Windows Azure, which are all related to the job requirements. The candidate has a degree in Computer Science, which covers most of the job requirements. The candidate has experience in a tech start-up or large company and has stayed in a company for at least 2 years, which is related to the job position. The candidate's location does not match the job location. The candidate can speak the language required for the job.""
    }"
498,reciyBfDq6P4e5jEN,,,,,,community-manager,,,,,rectjgYIaQ97QFkpC,reciyBfDq6P4e5jEN,2023-03-01,,36000.0,36000.0,,Screened by CP,rectjgYIaQ97QFkpC,"crypto,dao",rectjgYIaQ97QFkpC,europe,reciyBfDq6P4e5jEN,europe/france/paris,rectjgYIaQ97QFkpC,"en,tr",,,,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""Candidate hardskills crypto and dao are related to the job position community-manager. Candidate's location europe is matched with the job location europe/france/paris. Candidate's language en and tr are not matched with the job language nan.""
    }"
499,rec6N2U5wJf7t3ySH,2023-04-03,,40000.0,70000.0,"<p>-Previous experience in <strong>a start-up (2-3 years)</strong> with a <strong>tech</strong> position with <strong>responsabilities</strong><br>
-Have an entrepreneur / startup mindset (likes taking risks)<br>
**-**Stayed at his previous positions for <strong>at least one year</strong><br>
-Experience with <strong>agronomic and technical issues</strong> (Vertical Farming)<br>
-Worked in greenhouse hydroponics.<br>
-All types of technology are accepted<br>
-Very good technical level based on hardware and software development experience in various technological environments<br>
-Knowledge of UX</p>
<p>Information for recruiters !</p>
<p>-Ideally, you should find a candidate who lives within 50 km of Cartagena!<br>
-If this is too complicated, find a candidate who is able to travel there often.<br>
-And if that's not possible, find a candidate who can travel there a few days a month.</p>
",cto,,,1.0,5.0,recTJIaVW5Sr1RIY2,rec6N2U5wJf7t3ySH,2023-03-19,,70000.0,,"Master of Science - MS, data science",Rejected by client,recTJIaVW5Sr1RIY2,"ajax,css,html,https,java,javascript,jquery-mobile,json,mongodb,mysql,neo4j,python,ruby-on-rails,unity3d,xml",recTJIaVW5Sr1RIY2,europe/spain,rec6N2U5wJf7t3ySH,europe/spain,recTJIaVW5Sr1RIY2,"en,es,it",rec6N2U5wJf7t3ySH,"es,fr",-0.15,-3.0,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has 8 out of 10 hardskills required by the job, and the degree subject covers 60% of the job requirement. The candidate has all the hardskills and degree subjects required for the job position. The candidate's location is the same as the job location. However, the candidate only speaks English, Spanish and Italian, while the job requires Spanish and French.""
    }"
500,recwMSrftJ7BbX5mZ,,,8320.0,12480.0,"<ul class=""liste"">
<li>Bachelor’s degree in Information Science, Computer Science, Computer Engineering, Mathematics, or related field, or 3 plus years of relevant work experience</li>
<li>Experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development</li>
<li>Proficiency in one or more of the following programming languages: Java, C#, C++, or Python and  familiarity with Node.js</li>
<li>Experience working with commercial relational database systems such as electronic medical records or other clinical systems, client relationship management software, or accounting systems a plus</li>
<li>Familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/ visualization tools</li>
<li>Natural curiosity about what’s hidden in the data through exploration, attention to detail, and ability to see the big picture – similar to putting together a 10,000-piece puzzle</li>
<li>Ability to communicate your ideas (verbal and written) so that team members and clients can understand them</li>
<li>Share our values: growth, relationships, integrity, and true grit</li>
</ul>
",data-engineer,,,1.0,2.0,recTkkIAt5a0SW6jX,recwMSrftJ7BbX5mZ,,,,,,Rejected by CP,,,,,recwMSrftJ7BbX5mZ,asia/india,recTkkIAt5a0SW6jX,"en,hi",recwMSrftJ7BbX5mZ,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.6,
        ""Position_Matching_Score"": 0.9,
        ""Location_Matching_Score"": 1,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a Bachelor's degree in Computer Science and has experience working with relational database structures, SQL and/or flat files and performing table joins, web crawling, and web development. The candidate is also proficient in Java, C#, C++, or Python and is familiar with Node.js. The candidate is also familiar with various data management methodologies, data exploration techniques, data quality assurance practices, and data discovery/visualization tools. The candidate is also able to communicate their ideas effectively and share the company's values. The candidate is also able to work in the job location and speak the required languages.""
    }"
501,rec25eM1zf8i9g7V4,,,8320.0,12480.0,"<ul class=""liste"">
<li>Looking for people with at least one year of experience, preferably 2 years</li>
<li>They should be trained on industry standard tools</li>
<li>They should have Bachelor of Engineering degree in computer science or IT is a must</li>
<li>They will work with the US team where they are looking at the tickets which are gonna be generated in terms of security, as well as internal tickets</li>
<li>They are documenting a lot of security protocols</li>
<li>They are coming up with new security protocals whenever required.</li>
</ul>
",security-engineer,,,1.0,2.0,recTmS0qlqpEtXtzj,rec25eM1zf8i9g7V4,,,,,,Rejected by CP,recTmS0qlqpEtXtzj,security,,,rec25eM1zf8i9g7V4,asia/india,recTmS0qlqpEtXtzj,en,rec25eM1zf8i9g7V4,"en,hi",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 1,
        ""Reason"": ""The candidate has a hardskill related to the job requirement, but the degree subject is not related to the job requirement. The candidate's hardskill and degree subject are both related to the job position, so the position matching score is 0.7. The candidate's location is not matched with the job location, so the location matching score is 0. The candidate's language is matched with the job language, so the language matching score is 1.""
    }"
502,rec11F8d7djUmcYvT,,,24000.0,24000.0,"<ul class=""liste"">
<li>Bachelor or Master in business</li>
<li>Based in Capital city is necessary</li>
<li>Knowledge of Entrepreneur</li>
<li>Passion for BTOB Sales, eager to get more commissions</li>
<li>Fluency in English and local language</li>
<li>Driving License</li>
<li>Willing to travel</li>
<li>Be able to attend necessary meetings</li>
<li>Experienced candidates: experience in consumer electronics (mobile phones, headphones, etc.) or physical product sales; Inexperienced candidates: favouring recent graduate</li>
</ul>
",sales-manager,0.0,0.0,0.0,3.0,rectOUakTAu1Y4L6H,rec11F8d7djUmcYvT,,,,,,Rejected by CP,rectOUakTAu1Y4L6H,sales,,,rec11F8d7djUmcYvT,europe/bulgaria,rectOUakTAu1Y4L6H,"bg,de",rec11F8d7djUmcYvT,"bg,en",,,"
    Example Output:
    {
        ""Hardskill_Matching_Score"": 0.8,
        ""Degree_Subjects_Matching_Score"": 0.5,
        ""Position_Matching_Score"": 0.7,
        ""Location_Matching_Score"": 0,
        ""Language_Matching_Score"": 0,
        ""Reason"": ""The candidate has a hardskill in sales which is related to the job position, so the hardskill matching score is 0.8. The degree subjects of the candidate is not related to the job requirement, so the degree subjects matching score is 0.5. The candidate has a hardskill in sales which is related to the job position, so the position matching score is 0.7. The candidate's location is not the same as the job location, so the location matching score is 0. The candidate's language is not the same as the job language, so the language matching score is 0.""
    }"
